w,age,a,z
6562.21884073269,21,5.4299998,-.82259929
3167.802236056833,22,20.844999,-.63337415
13321.00826446595,22,0,-.76500756
15445.9968593486,23,0,-.95822304
6733.270885763784,32,0,-.96598369
3426.138337461192,26,13.1,-.57372946
4569.119250371114,31,0,-.34196064
4261.437945528803,32,195.39999,-.24268498
3104.847833495267,42,102.4,-.47003889
2775.054878845498,43,73.350998,-.51307589
5223.475021928384,44,132.451,-.62315953
5584.027421677268,45,81.600998,-.88954955
3533.358794565859,38,51.942001,-.305695
5861.535905972104,21,0,-.24922884
3907.73533025648,23,2.3499999,-.52111173
4503.534983116805,23,28.200001,-.74413443
1974.971688224498,29,8.9200001,-.40383232
3094.31414472193,36,57.560001,-.4404076
8106.725385353208,23,9.1400003,-.67872131
6906.033264744307,26,1.63,-.47793606
14954.78350893222,26,13.49,-.80775315
8141.403639056603,23,1.49,-.73405981
6188.643640574984,24,5.855,-.64211202
2297.419155156201,29,40,-.72418988
10906.01509222047,21,4.0999999,-1.3132272
5911.057415959041,22,135.14999,-.46229753
5745.678391147467,25,0,-.73110849
14813.91525945591,27,6.0580001,-1.0650829
4199.565156803551,40,0,-.74458534
4230.550238835366,41,0,-1.0755626
4496.869932929896,36,0,-.52960581
6219.453167826083,37,0,-1.2832713
7864.71909714098,25,0,-.80543679
15578.64598909288,26,0,-1.0457754
5360.677572477399,38,51.349998,-.46563703
7716.174574253079,24,0,-.85013688
14810.11682013542,24,15.3,-.11726835
7754.080534016462,31,170,-1.0697826
5866.073229895333,33,1.35,-.91583681
6631.411726249103,34,1.215,-.91734064
13918.54424915957,22,20,-.2725181
12768.22793630618,28,7.823,-.61868829
17817.89726821486,29,102.606,-.91149825
22510.22840255426,31,45.200001,.06649252
5067.979523015513,43,6.6170001,-.36929631
5983.169025393124,44,3.4300001,-.72988582
8436.554700039915,21,0,-.7240693
12240.10691707466,42,220.7,-1.1037626
28548.47941331188,44,120.05,-.15017635
15493.52886392835,24,7.4850001,-.55424863
2001.52777885249,27,2.244,-1.0774499
19433.94790615544,31,0,-1.4074267
10147.72845156691,30,3.9649999,-.413616
10608.95600441322,39,3.3800001,-.83295137
15694.85612387737,33,0,-1.0126991
8987.772147796773,36,30,-.24968807
4203.473413186494,28,5.5,-.66537791
14899.44834909459,21,0,-.77740622
8197.522076501424,24,0,-1.0094649
1686.722236920542,43,1.6900001,-1.1309235
2255.721125241914,44,1.62,-.75832754
2128.040292796649,25,0,-1.2183987
2652.181463920445,26,0,-.76482165
4517.593923268724,28,0,-.7292338
9481.577365870207,45,8.1599998,-.70369232
10836.79397122187,38,12.45,-.15618388
10688.30344090877,39,45.599998,-.78943187
7796.033989594099,22,0,-.68659335
11421.0283485014,23,10.5,-.89910883
3032.57980372316,40,0,-.21762338
2731.933461295022,37,207.36,-.57586104
2641.11105810398,22,0,-.86074716
4747.540415156768,23,0,-1.3798118
4949.579080727348,22,1.385,-.80020624
9796.08173468532,29,1.7,.086414844
11039.88909958509,28,14,.030211035
3610.294703026033,37,0,-.74257457
4593.997654076019,37,0,-.73755169
12449.21721343192,39,0,-.59730333
6541.723976510686,25,0,-.76004946
9284.021771524725,26,0,-.94574249
2495.831423832128,27,0,-1.6139485
