w,age,a,z
6754.306067619008,22,5.4000001,-.87868881
1375.329341269862,22,4.5310001,-.17467186
7784.845412446738,22,9,-.77005506
9115.426650996384,22,1.916,-.97418118
4185.101370890264,22,0,.13307765
5109.930273069546,22,0,-1.4153461
3870.23810630521,22,0,.13307765
8072.193214539388,22,0,-.58964157
6946.807364556103,22,1.2,-.47140381
3819.61137910322,22,9.8199997,-.40572974
2558.533036112404,22,1.6,-1.3786448
4190.250092255992,22,0,.053862363
7569.651366316211,22,1.85,.24391988
4093.623854163881,22,0,.84134173
2072.870983096207,22,10.63,.36282185
8116.59561019151,22,0,-.55610394
8844.983985063398,22,1.916,-.97418118
4933.029548668721,22,11,.94768023
4689.937858637826,22,1.1,-.60061574
6683.240346510439,22,0,-.97217917
3792.06165428772,22,27,1.0682616
6910.475641907058,22,1.85,1.0118523
4996.541339803824,22,0,.36964062
8493.56989351938,22,0,-.55610394
4737.151218926305,22,0,.061005384
6897.519998691002,22,11.68,.20893434
6974.17958778939,22,11.68,.24154595
9260.242102046639,22,5.8099999,-.7490356
12016.55750155987,22,0,.66526294
7640.38218171704,22,1.85,.24391988
7147.340764475263,22,11.68,.24154595
3586.088438617204,22,27,.29701951
2264.499234692965,22,0,1.0682616
8967.706216004917,22,1.4,.3643997
5108.62242956822,22,0,.36964062
3483.971745877238,22,27,-.49594495
8285.235832198427,22,1.48,.89962292
4815.984149209037,22,0,.3131893
2447.063553873902,22,1.6,-1.409135
3806.750032743017,22,27,1.0682616
3699.666004608784,22,6.1999998,-1.3006833
9680.434214806595,22,1.4,-.49843261
3062.926972777018,22,0,-1.4153461
4226.056823451784,22,0,.73945427
8024.385915590459,22,9,-.66763997
2478.0233483541,22,9.6000004,.41511467
3259.896499801741,22,0,-1.0426017
1660.302633993591,22,10.63,1.0346916
2158.525345035873,22,9.9200001,.79631162
9122.030764991023,22,1.4,-.47140381
4608.891546799965,22,15.056,.97487307
7386.993741904435,22,1.85,.21138671
6984.579181646381,22,7.96,.47521022
6895.702540299779,22,1.85,.24391988
9052.888694306128,22,1.4,.34208205
4993.962063947985,22,0,.36964062
4156.784509322518,22,9.1599998,1.0682616
4985.322988355637,22,0,-1.4153461
3231.988804980094,22,27,-.31985399
3879.335077098349,22,0,.13307765
1527.188521947394,22,4.5310001,-.20764205
4842.55170506326,22,15.056,.97487307
4898.740551215912,22,0,.061005384
5519.60885204102,22,8.3900003,-1.4029621
10503.92486768772,22,0,.29251245
10163.25600499781,22,0,.29251245
7153.371631433465,22,27,1.0682616
4042.839184271925,22,9.1599998,.78118587
3709.450616885832,22,6.1999998,-1.1978259
1522.585760276937,22,4.5310001,-.20764205
3349.03011159554,22,27,.35064271
4757.808015243916,22,0,.34583643
2268.385403829934,22,0,1.0596466
3763.042348560944,22,27,1.0192504
3267.143313188319,22,0,-1.0088432
8726.854865477799,22,4.73,-.50593257
2551.311784256429,22,2.4100001,-1.4153461
1943.910254046711,22,2.7,-.54430056
4757.808015243916,22,1.1,-.79487014
9031.895626988548,22,1.4,.3643997
1354.65002184388,22,0,.18218306
4136.499417363593,22,0,.80851936
4716.843758904858,22,0,-.0036756708
3551.197067915803,22,27,-.57609129
7661.422137649754,22,1.85,.14230636
2364.3287250065,22,1.6,-1.3786448
6611.65970643018,22,0,-.97217917
9620.184799523162,22,3.6800001,.38107541
9580.173839481429,22,3.6800001,.57197332
6778.504582151276,22,1.2,-.47140381
7634.897555707264,22,4.73,-1.4153461
3336.883152422872,22,0,-1.4153461
4034.691932931976,22,0,.13307765
2419.08626889701,22,2.4100001,-1.4153461
7658.241165928271,22,0,-.97217917
2233.889686315712,22,0,1.0682616
3610.016248032973,22,3,.48083881
2451.492939493094,22,2.4100001,-1.4153461
7551.273832589757,22,27,-.31052276
4713.728813588828,22,0,.028452663
