w,age,z,a
6845.405765810472,27,.4101083,0
3404.588083587599,35,.51067835,0
3907.211145734358,37,-.52527308,0
4542.237342502387,38,-.52950561,0
8102.463645395357,25,.095858097,.77865946
2718.671196080826,37,-.59571123,.52734607
1559.835457351263,36,.35627887,3.8932972
2655.295518291553,40,-.1315157,0
2584.023921453841,24,-.29426527,0
2343.609703001183,25,-.24928559,0
1786.430742269948,26,-.26837727,0
2328.928808516504,24,-.27042875,0
4560.64003855685,43,-.21918565,17.790926
1621.687434887297,23,.26829904,.38314989
2571.982790280983,25,-.10442844,2.1938422
1611.912852591445,34,.21760577,.60084492
2266.019897551184,35,.19569924,0
2838.988599383302,36,.078313604,0
2924.47603650035,30,-.058627356,5.1463623
6175.793162953254,25,-.22451235,0
1113.148812918332,37,-.55092126,2.2700601
5515.111537633454,23,.26100862,2.1135042
7998.369994101978,24,.25667474,10.887842
5244.085777967623,32,-.33791301,0
3137.802853136831,33,-.54963392,0
1389.969760468273,34,-.13786511,0
2726.900777017422,35,-.16693202,.81985837
3606.047120146477,26,-.094436742,0
5042.956819095446,27,.16983818,0
3313.220760506466,36,-.32596666,1.3060055
3777.010185666728,37,.02803595,3.9138966
6172.33627615498,38,-.098823629,2.2041419
7100.368584979564,39,.094737925,5.1918869
5304.451869434874,30,-.36653662,1.4267184
9666.947281867815,29,-.38900679,.34977877
9281.607511770353,33,-.10502889,0
2276.660946802614,25,-.28192168,0
3120.631687543668,36,-.024859557,0
4123.379118638064,27,-1.0820917,6.2597628
4330.76899113656,25,-.62677747,0
7393.252888837676,26,-.83413637,0
5177.730363587283,32,.080655523,0
6518.070436825939,33,.20204535,4.3217659
2824.134156849339,39,-.45281819,.79983568
9173.533542345649,23,-.29745498,0
18027.4957400763,25,-.66311616,6.591826
9247.338994729089,46,.23918797,7.9802294
10832.32324734649,47,.35486022,4.9438696
6100.21776689128,27,.38114712,.21345156
9372.560873856119,27,-.29346538,0
10375.02148180012,29,-.3952443,.24719347
8763.039994700868,39,-.52610469,0
9898.791085749175,43,-.14806265,4.1198912
10411.55522859983,23,.41627467,0
11459.01990940264,26,-.68456131,0
4143.982640362718,36,-.99839926,.2010507
9480.360825711374,27,-.61855149,0
18831.06047968685,28,.081051193,.53970575
9779.259959559631,27,-.015470115,0
1711.722805925782,33,-.63152188,0
2603.401989507055,36,-.72033548,.70038152
3470.746287110187,36,-.21340279,1.9816676
5124.698801769155,36,.84774482,3.939852
3249.64191052977,29,.47184792,0
6357.319275913752,30,.7445668,0
1620.929865219414,42,-.94216973,.46389976
1977.138355959228,44,-1.2161168,1.2359674
6261.878575426392,31,.40214455,0
3785.439289385085,23,-.36385694,0
1715.562847998858,23,-.89410371,2.4554551
3265.140655300092,24,-.74061888,0
1730.71291084015,23,.28438252,2.6779294
6393.720517624671,43,.093860999,8.5487747
9468.734350907553,44,.033732392,3.213515
6355.979850452389,23,-.25716105,0
8803.055642300418,24,-.31748852,.32510063
11119.85155080509,25,-.48466203,0
7911.158266576726,23,-.16133964,0
5648.138957629714,24,-.28700209,0
10253.23329804936,24,-.27276865,4.1198912
3869.721253273376,27,-.29492715,.24719347
6239.306714499242,24,-.59672827,0
0,23,-.17566574,1.9009178
6630.669154072565,25,-.4190467,.88989651
11912.5020140707,26,.059585191,.28839239
21124.50384586219,26,-.069003887,.28221256
8302.026129975704,38,-.83130413,5.3146596
9283.797648214659,28,-.033939403,0
13198.98379648838,29,-.64859134,.42682073
8233.845066328162,25,-.17978388,.28427249
8284.656443503767,23,.56495219,.28118259
3244.302717830466,25,-.68931025,0
9322.114945842281,23,.02511232,1.5779183
8995.442847374523,45,-.10537881,9.3521528
12437.16715208963,46,.12773977,1.0711718
954.2999891043781,45,-.15535818,2.4719348
7176.555376099482,26,-.26667452,0
6817.229780605932,28,.45471987,1.7303543
8434.974610120547,29,.9570508,3.0899184
2955.669511983665,37,.70407265,16.169748
4128.52892453348,38,.76865846,16.682264
4879.422195027154,39,.7353282,17.142868
4967.603354558683,43,-.46100503,0
4530.217180197459,25,.0080371387,.8849526
4553.365199249753,23,-.29578,0
9183.320060024986,25,-.34579912,0
2680.394312396777,46,-.39443028,2.4719348
9036.712142447665,23,.0024619687,0
1371.20037469855,30,-.70149046,0
11111.43940466166,32,-.11248033,0
17511.40814025128,33,-.80283892,0
5275.106836778119,23,-.54836506,.49438694
2572.872366352488,23,.049481552,1.8827903
2653.584154579764,35,.43734133,3.6197364
3984.404436711204,25,.050053168,0
9065.242380197664,28,.03874464,0
9536.292884280989,23,-.11944811,.29663217
2932.34040812669,23,-.55368048,0
4915.991819088862,23,-.48164001,0
4312.872139119624,42,-.43695575,.62333953
8616.790124290577,24,.14916323,1.8745505
11875.46208112367,25,.039472658,1.3101254
2836.064574633165,44,-.21181691,2.988981
3756.049902922139,45,-.23319659,5.6030521
4430.171737365031,46,-.20783027,6.3363929
5326.98819314869,47,.32542619,4.7584743
2160.760237698989,27,.37597895,0
1426.738017852975,28,-.096299231,0
2505.123240998121,38,-.25446829,0
5931.962701933199,26,.29791209,6.8756866
1801.40395729156,27,.35455653,3.2510061
2491.889053069555,28,.083455414,1.9899075
3084.96230251348,29,.51055354,1.6228251
3779.038491684281,30,.092594571,2.4628711
5742.725103207295,23,.044911213,2.8929877
7308.233995261236,24,-.12661873,3.4030302
10734.58706606191,26,-.069003887,0
2849.516684620251,28,-.45566565,0
2617.560908350422,23,.026583124,0
9119.161270265346,46,.014761457,.44082835
11611.62686376232,47,.30611053,.47172755
6697.747968057995,29,-.24132359,0
8615.739531394756,30,-.054665983,0
11118.55970745102,31,-.40647817,0
14004.16915621369,23,.23438923,7.2402968
1739.754868861562,23,-.31453374,0
2150.870247379604,35,-.86672795,.57678479
5533.816440750823,24,-.21824898,0
