w,age,z,a
10586.9253668731,24,-.63697684,112.285
11778.94245940117,25,-.57643974,62.66
10773.589694357,26,-.68031681,64
10082.11879965852,24,.064713717,4.3299999
3637.58039985788,31,.62474233,241.3
5300.087086520734,32,-.063553691,189.8
5749.136818706073,34,.45451909,121.09
9286.686203701107,35,-.5610432,160.25999
4803.447025548677,27,-.20783964,6.5999999
5799.913293810965,28,-.087219521,5.6599998
4127.596065823762,36,-.57482898,91.080002
7147.161861521367,39,-.42464176,95.460999
8595.302834497345,25,-.12715943,4
16404.13497144616,27,-.33484289,3.8
4231.794116206006,32,-.25625795,8
6101.293966373304,33,-.2555117,25.129999
5655.570463198949,27,.72637707,20.5
3904.879931775218,32,-.19587561,311.14001
4831.08881695278,35,.43876234,21.219999
7368.966628620252,36,-.15997262,44.875
6494.789290303413,38,.34532925,37.485001
14242.30139282461,39,.30214497,106.05
7136.983743051213,47,-.30313724,63.305
5505.903296674577,24,-.15650761,10
3783.791279800226,23,.020519985,5.0500002
5795.637973280098,23,-.63802087,2.5
3259.433689122968,24,-.27759907,0
4118.281317370156,24,-.2284801,0
6247.139550391878,34,-.25207159,54.43
8206.145324392795,35,.032119323,345.29999
10331.29818773832,37,-.030020682,389.89999
7096.479962436018,30,.055452585,134.94
9642.419277137811,31,.14367913,162.12
14114.86144997576,26,-.2990419,316.60001
6341.697529032511,28,.20237678,338.14001
7786.644519969081,29,.66030806,381.88501
8900.168643294999,30,.0056611113,412.28
8979.458843091072,31,-.17246176,503.62
7507.09879519289,23,.81435639,24
25489.37205703781,25,.11180021,15.08
17527.50939200288,26,-.55007267,32.59
5801.35848935245,25,.37148198,116.62
9221.707982735568,27,.41058928,101.22
5119.93624568887,40,-.42047793,642.40002
5703.559279112513,32,1.3268777,21
7476.108141010643,33,.12729549,2
6503.265910834991,23,-.37264809,0
8942.906200558704,25,-.51998365,0
10835.82157883037,25,-.13614719,7.5
3255.642402664509,25,-.48294297,6.0999999
5249.046946607767,32,-.87027353,47.200001
8538.831385543881,35,-1.1112287,27.5
2741.473269767773,36,-.8156358,0
2151.019503088401,34,-1.0686493,72.099998
11211.22942326492,26,.79948056,372.98001
11136.96757246536,27,.74223566,71.550003
2794.057642193084,29,-.41008508,141.50999
3276.421482793633,30,-.83439773,108.1
2855.187447479688,38,-.38042563,84.5
3934.736473369789,39,-.065552555,229
4279.146425786,40,-.078402087,201.11
5466.73570475061,41,-.079740115,228.78999
4900.080934963074,31,-.46951625,62.5
6724.788004476036,32,-.33017528,94.199997
9191.361126163507,33,-.34808135,70.75
9855.074104762833,34,-.46214387,88.099998
9709.360345305675,26,-.52007312,485.20001
5547.523153954616,30,-.18776494,149.91
8982.436460996207,34,.15748629,144.10001
11007.48201664542,34,-.30595264,147.02901
14051.41849391346,36,.30966941,155.2
19189.62566126274,36,-.38054621,176.5
4626.197605016172,30,-.41872084,108.93
6763.92758663294,31,-.41016951,152.34
8491.794890767671,32,-.35204762,101.76
9531.405448530259,33,-.41059306,103.23
5290.377368515409,32,-.71378589,87.010002
9651.023696659908,34,-.94833851,305.32999
5099.21358810506,27,-.5862202,172.89999
5561.26620419777,23,.4329617,8.0600004
4891.012829915244,24,-.48697862,10.91
4986.639890141859,31,.45950559,140.45
9154.218738474092,33,-.13992786,117.36
4974.044882521405,23,-.28532636,73.099998
9265.708440838844,34,-1.0361266,0
13992.45359376897,35,-.49092147,5
8374.484018247807,34,-1.0435889,0
12435.29155631312,35,-.47319672,2.5
4108.954881119404,24,.70662588,18.299999
5422.524885153077,25,.40987581,249.39999
4583.817282092704,29,-.59398448,38.560001
6704.28958240808,30,-.76914197,15.081
9237.27132965318,31,-.86835235,19.110001
10705.39288014245,32,-.43909404,23.43
4209.671616952374,28,.78316581,53.549999
7581.198331944314,25,.25715831,0
12660.96696795324,26,.41833913,0
2722.455255952203,34,-.26165879,27.200001
2769.751740058761,27,-.93250883,70.300003
1208.317758140341,27,-.21264321,14
1678.823576314676,28,-.31836933,10.5
1451.553626220382,29,-.23062354,0
5993.479556251153,31,-.19870569,27.950001
9499.843493470864,34,-.1430054,4.1599998
5815.357730672819,47,.32903817,457.03
7149.250990984406,43,-.58264619,174.88
9806.315467535387,44,-.4336127,191.27
10120.75781500241,45,-.53939229,186.63
3057.794072918294,27,.70837218,115.44
4123.185113401178,28,.49550751,217.97
5496.840632002964,29,.45823947,259.39999
6072.743517396488,30,.2331098,192
4949.832810998,30,.10684931,211.10001
12962.92109467681,30,-1.0929245,0
6334.068195143215,41,-.65625441,39.5
5071.593889388129,33,.030820645,214.10001
14923.28020133964,34,.17271256,299.84201
24336.40277814915,35,-.14222986,290.70001
6539.692236001802,37,-1.3063167,3.4400001
8333.044012487795,38,-1.0507175,6.2849998
9787.454034509748,39,-1.1407324,50.209999
9480.360825711376,29,-.1716489,266.13
16676.11945818609,31,.5694654,129.89999
17737.97984389352,32,.6533277,202.05
5915.69428357095,25,-.30226323,270.31
8674.250413436357,26,-.37127531,0
5494.021009289253,27,.26749372,50
5376.131234038624,31,-.44266701,10
2026.954472493524,42,-.51741856,199.905
2361.206885739185,43,-1.1216831,198.07001
2480.852572237483,44,-.94275832,107.67
5034.550378570995,37,-.28803515,222.5
8543.501639265432,38,-.57388562,83.690002
6947.244622129016,39,-.3119213,144.175
1567.1585942653,40,-.61405754,87.735001
2049.39928932973,41,-.80934227,222.19099
7360.001392880757,24,.36638474,5.0700002
3538.903796960235,27,.26180649,62.099998
4941.443643759781,27,.39855096,62.900002
9880.708101895327,34,-.59582734,243.965
4312.872139119623,42,-.017919848,287.84
6288.914201885721,43,.22051977,298.20001
8531.382932845745,44,.033961233,143.5
2964.411546144301,24,.50286853,157.5
2079.618338715114,25,.85042667,407.78
2079.072033577907,26,.94852018,176
6162.776840874592,43,.18603133,230.83
7017.169074588979,27,-.57227963,5.5999999
10914.50796367085,28,.54904729,144.67
4575.762534876015,30,-.86931765,0
7061.834760440009,31,-1.3204976,0
8816.72390386249,32,-.58747023,4.006
14497.33152450202,33,-.58148485,1.041
4347.34578288638,29,-.67967713,16.75
4347.34578288638,29,-.090989217,191.39999
6057.486731261189,30,.24723977,108.96
4347.34578288638,26,-.52267873,26.299999
4347.34578288638,26,-.52267873,16.9
6057.486731261189,27,.64042008,0
3548.067518559133,24,-.0053452915,8.5
5007.111275156759,29,.62591445,397.67999
6238.048946981705,29,.74205655,435.29999
7445.415931967732,31,.58866197,432.20001
8939.802210239583,31,.76368022,446
5169.43770526708,37,.029340791,82.849998
4974.044882521404,25,-.49575272,3.2
5585.29879869661,26,-.50652581,7.5999999
6274.774847470304,27,-.82816809,0
6784.714429917012,28,-.99271113,5.3559999
5529.813861711049,35,-.85148948,25.299999
5758.843210024228,37,-1.0817537,0
6291.191815632204,38,-1.1446233,1.086
3343.989773979363,31,-.86553228,14.401
4414.906925286978,32,.41484398,21.530001
6673.469036634368,33,-.10205142,391.172
7791.515834425102,34,-.57716334,85.400002
8606.205016924901,44,.36874831,1330
1763.436401834612,24,-.20264135,102.9
2714.017259009149,25,-.38876653,147.10001
2783.009835268469,25,.46728939,106.82
4024.252136385722,30,-.24147069,201.39999
5563.590004967118,31,-.20164409,222.00999
7229.315890719095,32,-.03801864,202.14999
10170.971445901,33,-.053978246,251.575
3169.314313030709,35,-.34988806,0
4567.998544316887,36,-.96341377,0
6298.95441539402,37,-.70701903,0
2718.8714068804,28,-.3777445,0
5464.742403713648,27,1.1810381,67.699997
10580.28698993886,27,-.57227963,218.89999
3002.961744359035,38,.2042276,271.66
4514.788634330816,39,-.18838905,271.92001
4793.167732663602,40,.033353839,172.83
7358.717989971249,41,-.41351485,394.35001
3797.687081003997,27,-.22848007,68.067001
4824.906056656281,45,.27130964,714.38
